BAND,diam_str,diameters,xh_list,yh_list,sig_array,mu_array,aper_corr,sig_array_corr,1sig_corr,5sig,5sig_corr
f444w,diam4,0.4,"[-9.78723404 -9.36170213 -8.93617021 -8.5106383  -8.08510638 -7.65957447
 -7.23404255 -6.80851064 -6.38297872 -5.95744681 -5.53191489 -5.10638298
 -4.68085106 -4.25531915 -3.82978723 -3.40425532 -2.9787234  -2.55319149
 -2.12765957 -1.70212766 -1.27659574 -0.85106383 -0.42553191  0.
  0.42553191  0.85106383  1.27659574  1.70212766  2.12765957  2.55319149
  2.9787234   3.40425532  3.82978723  4.25531915  4.68085106  5.10638298
  5.53191489  5.95744681  6.38297872  6.80851064  7.23404255  7.65957447
  8.08510638  8.5106383   8.93617021  9.36170213  9.78723404]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.00481557 0.00577869 0.01540984 0.03370902 0.04334016
 0.08186475 0.14254098 0.23885246 0.26196721 0.36405738 0.30627049
 0.28315574 0.20803279 0.14543033 0.09053279 0.06067623 0.03178279
 0.01637295 0.00577869 0.00385246 0.00096311 0.         0.00096311
 0.00096311 0.00192623 0.00096311 0.         0.         0.
 0.         0.         0.         0.         0.        ]",1.2890155442659461,-0.19061755496572103,0.702715,1.8343361736492692,30.74130267359838,29.376929602781445,28.993877662758333
f430m,diam4,0.4,"[-9.78723404 -9.36170213 -8.93617021 -8.5106383  -8.08510638 -7.65957447
 -7.23404255 -6.80851064 -6.38297872 -5.95744681 -5.53191489 -5.10638298
 -4.68085106 -4.25531915 -3.82978723 -3.40425532 -2.9787234  -2.55319149
 -2.12765957 -1.70212766 -1.27659574 -0.85106383 -0.42553191  0.
  0.42553191  0.85106383  1.27659574  1.70212766  2.12765957  2.55319149
  2.9787234   3.40425532  3.82978723  4.25531915  4.68085106  5.10638298
  5.53191489  5.95744681  6.38297872  6.80851064  7.23404255  7.65957447
  8.08510638  8.5106383   8.93617021  9.36170213  9.78723404]","[0.         0.00198984 0.00099492 0.00099492 0.00596952 0.0099492
 0.00795936 0.01691363 0.01591871 0.01890347 0.02586791 0.03681202
 0.04875106 0.05472058 0.06367485 0.0815834  0.09551228 0.09849704
 0.10247671 0.10645639 0.12635478 0.13928874 0.12038527 0.12933954
 0.11839543 0.12834462 0.12038527 0.11242591 0.08456816 0.09451736
 0.07362405 0.06267993 0.05770533 0.04775614 0.03979678 0.02188823
 0.02487299 0.01392887 0.01094412 0.0049746  0.0099492  0.0049746
 0.00397968 0.00198984 0.00099492 0.         0.00198984]",3.0975315333816478,-0.19887789167634512,0.701424,4.416061516830972,29.787412213517477,28.425035648509883,28.03998720267743
f410m,diam4,0.4,"[-9.78723404 -9.36170213 -8.93617021 -8.5106383  -8.08510638 -7.65957447
 -7.23404255 -6.80851064 -6.38297872 -5.95744681 -5.53191489 -5.10638298
 -4.68085106 -4.25531915 -3.82978723 -3.40425532 -2.9787234  -2.55319149
 -2.12765957 -1.70212766 -1.27659574 -0.85106383 -0.42553191  0.
  0.42553191  0.85106383  1.27659574  1.70212766  2.12765957  2.55319149
  2.9787234   3.40425532  3.82978723  4.25531915  4.68085106  5.10638298
  5.53191489  5.95744681  6.38297872  6.80851064  7.23404255  7.65957447
  8.08510638  8.5106383   8.93617021  9.36170213  9.78723404]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.00482546 0.00772074
 0.00772074 0.0125462  0.02798768 0.04053388 0.07045175 0.08492813
 0.1273922  0.14283368 0.2161807  0.21425051 0.21135524 0.22776181
 0.22100616 0.19977413 0.16599589 0.13221766 0.08782341 0.0501848
 0.02702259 0.02895277 0.01737166 0.0125462  0.00579055 0.00096509
 0.00096509 0.00096509 0.00193018 0.         0.         0.
 0.         0.         0.         0.         0.        ]",1.7375405330523974,-0.22193941101739997,0.709728,2.448178080972425,30.427892486770908,29.052737627838145,28.680467475930858
f356w,diam4,0.4,"[-9.78723404 -9.36170213 -8.93617021 -8.5106383  -8.08510638 -7.65957447
 -7.23404255 -6.80851064 -6.38297872 -5.95744681 -5.53191489 -5.10638298
 -4.68085106 -4.25531915 -3.82978723 -3.40425532 -2.9787234  -2.55319149
 -2.12765957 -1.70212766 -1.27659574 -0.85106383 -0.42553191  0.
  0.42553191  0.85106383  1.27659574  1.70212766  2.12765957  2.55319149
  2.9787234   3.40425532  3.82978723  4.25531915  4.68085106  5.10638298
  5.53191489  5.95744681  6.38297872  6.80851064  7.23404255  7.65957447
  8.08510638  8.5106383   8.93617021  9.36170213  9.78723404]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.00096154 0.00096154 0.00480769 0.01346154 0.04326923
 0.06923077 0.12403846 0.24230769 0.32211538 0.35769231 0.34423077
 0.30961538 0.19903846 0.12884615 0.08846154 0.04711538 0.02884615
 0.01730769 0.00192308 0.00288462 0.00096154 0.00096154 0.00096154
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.        ]",1.15132142200227,-0.1683875922609452,0.754651,1.525634262728427,30.941373916143323,29.499583525622498,29.193948905303277
f335m,diam4,0.4,"[-9.78723404 -9.36170213 -8.93617021 -8.5106383  -8.08510638 -7.65957447
 -7.23404255 -6.80851064 -6.38297872 -5.95744681 -5.53191489 -5.10638298
 -4.68085106 -4.25531915 -3.82978723 -3.40425532 -2.9787234  -2.55319149
 -2.12765957 -1.70212766 -1.27659574 -0.85106383 -0.42553191  0.
  0.42553191  0.85106383  1.27659574  1.70212766  2.12765957  2.55319149
  2.9787234   3.40425532  3.82978723  4.25531915  4.68085106  5.10638298
  5.53191489  5.95744681  6.38297872  6.80851064  7.23404255  7.65957447
  8.08510638  8.5106383   8.93617021  9.36170213  9.78723404]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.00096509 0.00386037 0.00193018 0.00482546
 0.00965092 0.01930185 0.03667351 0.0376386  0.05308008 0.0762423
 0.1264271  0.14379877 0.18819302 0.23451745 0.25960986 0.22679671
 0.20073922 0.19205339 0.14090349 0.11677618 0.08396304 0.06659138
 0.0376386  0.03474333 0.01544148 0.01351129 0.00965092 0.00772074
 0.00096509 0.00193018 0.00193018 0.00096509 0.00096509 0.
 0.         0.         0.         0.         0.        ]",1.8125084122340065,-0.17680145312271286,0.772683,2.3457335184467714,30.47430331606012,29.006874911909843,28.726878305220072
f277w,diam4,0.4,"[-9.78723404 -9.36170213 -8.93617021 -8.5106383  -8.08510638 -7.65957447
 -7.23404255 -6.80851064 -6.38297872 -5.95744681 -5.53191489 -5.10638298
 -4.68085106 -4.25531915 -3.82978723 -3.40425532 -2.9787234  -2.55319149
 -2.12765957 -1.70212766 -1.27659574 -0.85106383 -0.42553191  0.
  0.42553191  0.85106383  1.27659574  1.70212766  2.12765957  2.55319149
  2.9787234   3.40425532  3.82978723  4.25531915  4.68085106  5.10638298
  5.53191489  5.95744681  6.38297872  6.80851064  7.23404255  7.65957447
  8.08510638  8.5106383   8.93617021  9.36170213  9.78723404]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.00096311
 0.00096311 0.00288934 0.00481557 0.0067418  0.01252049 0.03563525
 0.06838115 0.13579918 0.20706967 0.29856557 0.36405738 0.36020492
 0.31012295 0.22344262 0.12616803 0.07512295 0.04526639 0.03563525
 0.01444672 0.00770492 0.00577869 0.00385246 0.00192623 0.00096311
 0.         0.         0.         0.00096311 0.         0.
 0.         0.         0.         0.         0.        ]",1.2055127607453962,-0.13810340229519263,0.823321,1.4642074728391432,30.985993452447552,29.44964545944392,29.238568441607505
f210m,diam4,0.4,"[-9.78723404 -9.36170213 -8.93617021 -8.5106383  -8.08510638 -7.65957447
 -7.23404255 -6.80851064 -6.38297872 -5.95744681 -5.53191489 -5.10638298
 -4.68085106 -4.25531915 -3.82978723 -3.40425532 -2.9787234  -2.55319149
 -2.12765957 -1.70212766 -1.27659574 -0.85106383 -0.42553191  0.
  0.42553191  0.85106383  1.27659574  1.70212766  2.12765957  2.55319149
  2.9787234   3.40425532  3.82978723  4.25531915  4.68085106  5.10638298
  5.53191489  5.95744681  6.38297872  6.80851064  7.23404255  7.65957447
  8.08510638  8.5106383   8.93617021  9.36170213  9.78723404]","[0.00096947 0.00096947 0.00096947 0.         0.         0.
 0.00096947 0.00193894 0.00387789 0.00387789 0.00872525 0.00484736
 0.01648102 0.02229785 0.03683993 0.05138201 0.07755776 0.08725248
 0.11536716 0.13863449 0.16190182 0.1657797  0.19389439 0.18710809
 0.19389439 0.16965759 0.15026815 0.12893977 0.09888614 0.09209983
 0.06592409 0.04265677 0.03005363 0.02035891 0.01841997 0.01551155
 0.00775578 0.00872525 0.00484736 0.00193894 0.00387789 0.00484736
 0.00193894 0.00387789 0.         0.00290842 0.00096947]",2.5267390208357203,0.05209625039859688,0.83353,3.0313714213474263,30.19590212018359,28.646174020949104,28.448477109343536
f200w,diam4,0.4,"[-9.78723404 -9.36170213 -8.93617021 -8.5106383  -8.08510638 -7.65957447
 -7.23404255 -6.80851064 -6.38297872 -5.95744681 -5.53191489 -5.10638298
 -4.68085106 -4.25531915 -3.82978723 -3.40425532 -2.9787234  -2.55319149
 -2.12765957 -1.70212766 -1.27659574 -0.85106383 -0.42553191  0.
  0.42553191  0.85106383  1.27659574  1.70212766  2.12765957  2.55319149
  2.9787234   3.40425532  3.82978723  4.25531915  4.68085106  5.10638298
  5.53191489  5.95744681  6.38297872  6.80851064  7.23404255  7.65957447
  8.08510638  8.5106383   8.93617021  9.36170213  9.78723404]","[0.         0.00097188 0.         0.00097188 0.         0.00097188
 0.00097188 0.00485939 0.00291563 0.00485939 0.00291563 0.0087469
 0.0087469  0.02040943 0.02915633 0.02915633 0.06025641 0.08455335
 0.10690653 0.1516129  0.15452854 0.19534739 0.2254756  0.2167287
 0.21478495 0.18271299 0.17007858 0.11468156 0.09913151 0.07775021
 0.04665012 0.03207196 0.03693135 0.02915633 0.0087469  0.00291563
 0.00485939 0.00291563 0.00194376 0.00194376 0.00194376 0.00291563
 0.00291563 0.00097188 0.00194376 0.         0.00097188]",2.1441407025854002,0.005432822416061165,0.832219,2.5764140239352864,30.372460863895565,28.824441786198342,28.62503585305552
f182m,diam4,0.4,"[-9.78723404 -9.36170213 -8.93617021 -8.5106383  -8.08510638 -7.65957447
 -7.23404255 -6.80851064 -6.38297872 -5.95744681 -5.53191489 -5.10638298
 -4.68085106 -4.25531915 -3.82978723 -3.40425532 -2.9787234  -2.55319149
 -2.12765957 -1.70212766 -1.27659574 -0.85106383 -0.42553191  0.
  0.42553191  0.85106383  1.27659574  1.70212766  2.12765957  2.55319149
  2.9787234   3.40425532  3.82978723  4.25531915  4.68085106  5.10638298
  5.53191489  5.95744681  6.38297872  6.80851064  7.23404255  7.65957447
  8.08510638  8.5106383   8.93617021  9.36170213  9.78723404]","[0.00096708 0.00096708 0.         0.00096708 0.         0.00193416
 0.         0.00193416 0.00386831 0.00386831 0.00290123 0.00290123
 0.00676955 0.01160494 0.02611111 0.03771605 0.05512346 0.0754321
 0.11024691 0.15376543 0.14796296 0.21179012 0.19921811 0.25917695
 0.23886831 0.20115226 0.15666667 0.13055556 0.08026749 0.07156379
 0.0531893  0.04351852 0.01740741 0.0087037  0.01063786 0.00386831
 0.00290123 0.00386831 0.00193416 0.00193416 0.00290123 0.00193416
 0.         0.00193416 0.00096708 0.         0.        ]",2.102264690541584,-0.026465163999172685,0.831017,2.529749319859382,30.3923062804554,28.8458564991723,28.644881269615354
f150w,diam4,0.4,"[-9.78723404 -9.36170213 -8.93617021 -8.5106383  -8.08510638 -7.65957447
 -7.23404255 -6.80851064 -6.38297872 -5.95744681 -5.53191489 -5.10638298
 -4.68085106 -4.25531915 -3.82978723 -3.40425532 -2.9787234  -2.55319149
 -2.12765957 -1.70212766 -1.27659574 -0.85106383 -0.42553191  0.
  0.42553191  0.85106383  1.27659574  1.70212766  2.12765957  2.55319149
  2.9787234   3.40425532  3.82978723  4.25531915  4.68085106  5.10638298
  5.53191489  5.95744681  6.38297872  6.80851064  7.23404255  7.65957447
  8.08510638  8.5106383   8.93617021  9.36170213  9.78723404]","[0.         0.0009747  0.         0.         0.0009747  0.0009747
 0.0029241  0.0019494  0.0048735  0.0009747  0.0048735  0.01169639
 0.01851929 0.01559519 0.03508917 0.04386147 0.06433015 0.06433015
 0.10039403 0.15107839 0.16374948 0.16472418 0.22223144 0.21150975
 0.21833264 0.18519287 0.17544587 0.1384073  0.08382414 0.07992534
 0.05360846 0.04288677 0.02241808 0.01364579 0.01169639 0.00877229
 0.0068229  0.0058482  0.0009747  0.0048735  0.0029241  0.0048735
 0.         0.         0.0009747  0.0019494  0.0009747 ]",2.1999019989481376,-0.012847228056924636,0.843656,2.607581761936308,30.359405162957252,28.79656665331357,28.611980152117205
f115w,diam4,0.4,"[-9.78723404 -9.36170213 -8.93617021 -8.5106383  -8.08510638 -7.65957447
 -7.23404255 -6.80851064 -6.38297872 -5.95744681 -5.53191489 -5.10638298
 -4.68085106 -4.25531915 -3.82978723 -3.40425532 -2.9787234  -2.55319149
 -2.12765957 -1.70212766 -1.27659574 -0.85106383 -0.42553191  0.
  0.42553191  0.85106383  1.27659574  1.70212766  2.12765957  2.55319149
  2.9787234   3.40425532  3.82978723  4.25531915  4.68085106  5.10638298
  5.53191489  5.95744681  6.38297872  6.80851064  7.23404255  7.65957447
  8.08510638  8.5106383   8.93617021  9.36170213  9.78723404]","[0.         0.         0.         0.         0.00097308 0.00291925
 0.00097308 0.00194617 0.00486542 0.00194617 0.00778468 0.00681159
 0.01070393 0.02140787 0.02724638 0.0447619  0.06033126 0.07298137
 0.09536232 0.13331263 0.16542443 0.16834369 0.20726708 0.23451346
 0.22672878 0.17612836 0.15666667 0.14109731 0.103147   0.07590062
 0.06325052 0.0447619  0.02238095 0.02043478 0.00778468 0.0126501
 0.01167702 0.00194617 0.00486542 0.00291925 0.         0.00291925
 0.00291925 0.00097308 0.         0.00097308 0.        ]",2.161922944747338,0.03615151180511323,0.843824,2.562054343971418,30.378529156583124,28.815474462234434,28.631104145743077
